,title,price,description,link,Image,categorie
208,PHYTO CIRE DÉFINITION ET BRILLANCE 75ML,39.500 TND TTC,"

Cette cire végétale malléable vous apporte définition décomposée et séparation mobile. 
Une petite dose suffit amplement à ajouter structure, forme et éclat à vos cheveux.

",https://anais.tn/produit/phyto-cire-definition-et-brillance-75ml/,https://anais.tn/wp-content/uploads/2020/08/PHYTO_-_PHYTOPROFESIONAL_CERA_DEFINICON_BRILLANTE_75_ML_1024x1024-min.jpg,Cheveux
209,PHYTO HUILE SOYEUSE,69.950 TND TTC,"

L’huile Soyeuse de Phyto est un fluide lacté qui hydrate et revitalise la fibre capillaire en toute légèreté. 
Ce soin express, au pouvoir démêlant exceptionnel, facilite le coiffage et prépare au brushing.
Osmose parfaite entre huiles et extraits de plantes. 
98% d’ingrédients d’origine végétale et naturelle composent sa formule unique.
L’osmose fluide et légère entre oléo-extraits de calendula, romarin et extraction de guimauve confère à cette huile exceptionnelle ses bienfaits et sa remarquable affinité avec le cheveu

",https://anais.tn/produit/phyto-huile-soyeuse/,https://anais.tn/wp-content/uploads/2020/05/HUILE-SOYEUSE.png,Cheveux
210,PHYTO HUILE SOYEUSE SANS RINÇAGE 100ML,71.900 TND TTC,"

Elle offre une texture légère et s’utilise au quotidien pour hydrater, conditionner et revitaliser les cheveux fins, difficiles à démêler et à coiffer.
Ce soin express, au pouvoir démêlant exceptionnel, facilite le coiffage et prépare au brushing.
Les cheveux retrouvent instantanément luminosité, douceur et vitalité.

",https://anais.tn/produit/phyto-huile-soyeuse-sans-rincage-100ml/,https://anais.tn/wp-content/uploads/2020/08/huile-soyeuse.jpg,Cheveux
211,PHYTO HUILE SUPREME 100ML,60.290 TND TTC,"

Nourrit en profondeur et discipline les cheveux très secs et rebelles. 
Véritable soin de coiffage, les frisottis sont éliminés, le brushing maîtrisé et les boucles subtilement redessinées. 
La chevelure, régénérée et protégée, retrouve instantanément douceur et éclat.

",https://anais.tn/produit/phyto-huile-supreme-100ml/,https://anais.tn/wp-content/uploads/2020/08/huile-supreme.jpg,Cheveux
212,PHYTO PHYTO 7 CRÈME DE JOUR 50ML,40.400 TND TTC,"

Une crème de jour aux 7 plantes pour cheveux secs dont la création remonte à plus de quarante ans.
Phyto 7 est un soin de conception unique composé d’extraits de 7 plantes sélectionnées pour leurs vertus hydratantes et régénérantes.
Véritable crème de jour capillaire, la formule onctueuse et non grasse de Phyto 7 préserve le taux d’hydratation optimal du cheveu, sans alourdir.
Protégés, vos cheveux sont visiblement plus souples, doux et brillants.

",https://anais.tn/produit/phyto-7-creme-de-jour/,https://anais.tn/wp-content/uploads/2020/05/PHYTO-7.png,Cheveux
213,PHYTO PHYTO 9 CRÈME DE JOUR 50ML,44.850 TND TTC,"

On assouplit les pointes avec et surtout on ne rince pas : le cheveu est hydraté, nourri et plein d’éclat.
Phyto 9 est une véritable crème de jour capillaire.
Traités de l’intérieur et protégés de l’extérieur, les cheveux retrouvent rapidement brillance, souplesse et douceur.
Phyto 9 est une association d’huile de macadamia et d’extraits végétaux sélectionnés pour leurs propriétés hydratantes et nourrissantes.
Le soja, le calendula, la bardane et le mucilage végétal agissent au cœur de la fibre capillaire en restaurant la teneur en eau de la kératine.

",https://anais.tn/produit/phyto-9-creme-de-jour/,https://anais.tn/wp-content/uploads/2020/05/PHYTO-9.png,Cheveux
214,PHYTO PHYTOAPAISANT SHAMPOING TRAITANT APAISANT 250ML,41.980 TND TTC,"

Les cheveux retrouvent une souplesse incomparable.
Le cuir chevelu est apaisé et les cheveux retrouvent vigueur et santé.

",https://anais.tn/produit/phyto-phytoapaisant-shampoing-traitant-apaisant-250ml/,https://anais.tn/wp-content/uploads/2020/08/5e43ca09d2a43_PHYTOAPAISANT_SHAMPOOING_1024x1024.jpg,Cheveux
215,PHYTO PHYTOBAUME ECLAT COULEUR APRES-SHAMPOING 150ML,41.500 TND TTC,"

Après-shampoing conditionneur pour cheveux colorés et méchés.
Contient des extraits de pamplemousse et de baies d’argousier, d’huile de ricin, d’extrait de tournesol, d’acides de fleurs d’hibiscus ou d’extraction de guimauve.

",https://anais.tn/produit/phytobaume-eclat-couleur-apres-shampoing-150ml/,https://anais.tn/wp-content/uploads/2020/08/PHYTO-PHYTOBAUME-ECLAT-COULEUR-APRES-SHAMPOOING-CONDITIONNEUR-150ML-compressed.jpg,Cheveux
216,PHYTO PHYTOBAUME HYDRATATION APRES SHAMPOING 150ML,55.900 TND TTC,"

Utilisé après chaque shampoing, phytobaume hydratation démêle instantanément et sans alourdir les cheveux normaux à secs.
 Parfaitement démêlés et faciles à coiffer, les cheveux retrouvent brillance, douceur et souplesse.

",https://anais.tn/produit/phytobaume-hydratation-apres-shampoing-150ml/,https://anais.tn/wp-content/uploads/2020/08/PHYTO-PHYTOBAUME-HYDRATATION-APRES-SHAMPOOING-CONDITIONNEUR-150ML-1-compressed-2.jpg,Cheveux
217,PHYTO PHYTOBAUME RÉPARATEUR APRES-SHAMPOING 150ML,44.900 TND TTC,"

Phyto après shampoing phytobaume réparateur est un soin capillaire qui adoucit et assouplit les cheveux secs, cassants ou abîmes par les agressions extérieures.

",https://anais.tn/produit/phyto-phytobaume-reparateur-apres-shampoing-150ml/,https://anais.tn/wp-content/uploads/2020/08/PhytobaumeReparateurapresshampooingconditionneuralakeratine_150ml_1000x-min.jpg,Cheveux
218,PHYTO PHYTOBAUME VOLUME APRES-SHAMPOING 150ML,55.900 TND TTC,"

Utilisé après chaque shampoing, phytobaume volume démêle instantanément les cheveux fins sans les alourdir ,faciles à coiffer.
 les cheveux sont comme « republiés », visiblement plus denses et brillants.

",https://anais.tn/produit/phyto-phytobaume-volume-apres-shampoing-150ml/,https://anais.tn/wp-content/uploads/2020/08/6-6-min.jpg,Cheveux
219,PHYTO PHYTOCÉDRAT SHAMPOING PURIFIANT SÉBO-RÉGULATEUR 250ML,42.500 TND TTC,"

Le shampoing phytocédrat de phyto est un shampoing concentré en huiles essentielles pour réguler l’excès de sébum et redonner aux cheveux légèreté et brillance. 
Dès la première application, la chevelure retrouve volume et légèreté.

",https://anais.tn/produit/phyto-phytocedrat-shampoing-purifiant-sebo-regulateur-250ml/,https://anais.tn/wp-content/uploads/2020/08/5beef7b50fec2_PHYTOCEDRAT_SHAMPOOING_S_R-compressed.jpg,Cheveux
220,PHYTO PHYTOCITRUS MASQUE RÉGÉNÉRANT ÉCLAT COULEUR 200ML,43.680 TND TTC,"

Masque régénérant éclat couleur
Cheveux colorés et méchés
Phytocitrus apporte l’énergie et l’éclat nécessaires à la beauté des cheveux fragilisés à la suite de colorations ou de décolorations.

",https://anais.tn/produit/phyto-phytocitrus-masque-regenerant-eclat-couleur-200ml/,https://anais.tn/wp-content/uploads/2020/08/phyto-phytocitrus-masque-regenerant-eclat-couleur-200ml-compressed.jpg,Cheveux
221,PHYTO PHYTOCITRUS SHAMPOING ÉCLAT COULEUR 200ML,32.900 TND TTC,"

Révéler l’éclat et la vitalité des cheveux colorés et méchés.
Véritable bain de brillance et de vitalité à la texture onctueuse.
préserve l’éclat des cheveux colorés ou méchés.

",https://anais.tn/produit/phyto-phytocitrus-shampoing-eclat-couleur-200ml/,https://anais.tn/wp-content/uploads/2020/08/0618059103797-phytocitrus-shampoing-eclat-couleur-200ml-2x-min.jpg,Cheveux
222,PHYTO PHYTOCOLOR SHAMPOING PROTECTEUR COULEUR 250ML,41.900 TND TTC,"

Spécialement formulé pour les cheveux colorés.
 le Shampoing Phytocolor nettoie en douceur pour protéger la couleur et raviver son éclat.

",https://anais.tn/produit/phyto-phytocolor-shampoing-protecteur-couleur-250ml/,https://anais.tn/wp-content/uploads/2020/08/5b8ff5ff06fa7_Shampooing_Protecteur_de_Couleur_with_reflexion.jpg,Cheveux
223,PHYTO PHYTOCYANE COFFRET ANTI CHUTE SHAMPOING+CAPSULES,316.230 TND TTC,"

Phyto Phytocyane le programme global anti chute de cheveux réactionnelle forme un soin stimulateur de croissance proposant une double action antichute et cosmétique qui redonne densité, volume et brillance aux cheveux.
Le programme global Phytocyane contient :

– L’efficacité de ce véritable concentré de beauté et d’énergie est cliniquement prouvée.
– Ce soin est sous forme de 12 ampoules de 7.5ml.
– Un shampooing Phytocyane en complément du traitement antichute Phytocyane.
– Ce shampooing stimule les cheveux dès la racine pour leur donner densité et vitalité.
– Un flacon du complément alimentaire expert Phytophanère 120 capsules offert apporte force, croissance et volume à vos cheveux.
",https://anais.tn/produit/phyto-phytocyane-coffret-anti-chute-shampoingcapsules/,https://anais.tn/wp-content/uploads/2020/11/COFFRET-phytocyane-min-1.jpg,Cheveux
224,"PHYTO PHYTOCYANE SERUM, 12 AMPOULES",132.680 TND TTC,"

Phytocyane soin antichute contient une synergie d’acides aminés et d’actifs végétaux (extrait de ginkgo biloba et d’écorce de viburnum) favorisant les échanges intercellulaires au niveau du bulbe pileux et la production de kératine, constituant principal du cheveu.
Les OPC de raisin protègent le bulbe pileux des radicaux libres et ralentissent son vieillissement.
Riche en vitamines B et protéines de soie, les ampoules phytocyanes apportent aux cheveux densité et brillance, sans les alourdir, ni les graisser.
Un dérivé de tyrosine, précurseur de mélanine, freine l’apparition des cheveux blancs.

",https://anais.tn/produit/phyto-phytocyane-serum-12-ampoules/,https://anais.tn/wp-content/uploads/2020/05/Phyto_Phytocyane_Revitalizing_Treatment_Serum_12_ampoules2__42727.1523534133-min.jpg,Cheveux
225,PHYTO PHYTOCYANE SHAMPOING,43.890 TND TTC,"

Phytocyane shampooing traitant densifiant, à la base lavante dérivée de l’huile de coco pour apporter une extrême douceur aux cheveux, est un shampoing-soin spécialement formulé pour revitaliser les cheveux tout en assurant une action antichute.
Sa formule associe le ginkgo biloba à la vitamine B6 pour stimuler le métabolisme cellulaire et augmenter la résistance du cheveu.
 Les procyanidols de raisin aux propriétés anti-radicalaires protègent du vieillissement le bulbe pileux. 
Les cheveux retrouvent vigueur et vitalité, leur chute est freinée.

",https://anais.tn/produit/phyto-phytocyane-shampooing-200ml/,https://anais.tn/wp-content/uploads/2020/05/5beef6391a89e_PHYTOCYANE_SHAMPOOING_S_R-min.png,Cheveux
226,PHYTO PHYTODÉFRISANT GELÉE ANTI-FRIZZ LONGUE TENUE 100 ML,22.000 TND TTC,"

La Gelée anti frizz longue tenue Phytodéfrisant de Phyto a été spécialement conçue pour lisser la chevelure, assouplir les permanentes et les frisures naturelles.

",https://anais.tn/produit/phyto-phytodefrisant-gelee-anti-frizz-longue-tenue-100-ml/,https://anais.tn/wp-content/uploads/2020/08/phyto-phytodefrisant-gelee-anti-frizz-longue-tenue-100ml-f1200-f1200-compressed.jpg,Cheveux
227,PHYTO PHYTOELIXIR CREME DE SOIN LAVANTE CHEVEUX ULTRA-SECS 75ML,58.000 TND TTC,"

Dotée d’un pouvoir nutritif unique, la crème de soin lavante relipide et apporte une dose de soin en plus, sans alourdir. 
Doux et brillants, vos cheveux sont intensément nourris et se transforment en une matière souple et soyeuse, tout en légèreté. 
Soin après soin, ils sont de plus en plus beaux.

",https://anais.tn/produit/phyto-phytoelixir-creme-de-soin-lavante-cheveux-ultra-secs-75ml/,https://anais.tn/wp-content/uploads/2020/08/PhytoPhytoelixirLacremedesoinLavante75ML-2_1000x.jpg,Cheveux
228,PHYTO PHYTOELIXIR HUILE SUBTILE NUTRITION INTENSE 75 ml,102.500 TND TTC,"

Subtile association de quatre huiles sublimantes, l’efficacité de cet élixir unique repose sur l’alchimie parfaite des huiles de camélia, de karanja, de jaune d’œuf et de germe de maïs qui ensemble révèle la beauté des cheveux et leur offre brillance et souplesse.

",https://anais.tn/produit/phytoelixir-huile-subtile-nutrition-intense-75-ml/,https://anais.tn/wp-content/uploads/2020/05/PHYTOELIXIR-Huile-Subtile-Cheveux-secs-et-ultra-secs-reflexion-compressed.jpg,Cheveux
229,PHYTO PHYTOELIXIR MASQUE NUTRITION INTENSE,145.900 TND TTC,"

Ce masque, onctueux et gourmand diffuse un véritable élixir nutritif sur la fibre capillaire pour redonner vie à vos cheveux. 
Immédiatement et pendant plusieurs jours, votre chevelure est transformée, plus facile à coiffer, et infiniment plus douce au toucher.
Elle se pare d’une brillance incomparable, tout en légèreté. 
Ce masque, onctueux et gourmand diffuse un véritable élixir nutritif sur la fibre
capillaire pour redonner vie à vos cheveux.

",https://anais.tn/produit/phytoelixir-masque-nutrition-intense/,https://anais.tn/wp-content/uploads/2020/05/5ec80b34433a7_phytoelixir_mask-min.png,Cheveux
230,PHYTO PHYTOELIXIR SHAMPOOING NUTRITION INTENSE 200ML,66.900 TND TTC,"

Sans sulfates, ce shampooing à la mousse délicate diffuse un véritable élixir nutritif sur la fibre capillaire pour redonner vie à vos cheveux sans les alourdir.
Phytoelixir  allie un duo prodigieux d’actifs nutritifs: La cire de fleur de Narcisse, aux propriétés nourrissantes et sublimantes, pénètre dans la fibre pour nourrir et apporter douceur à vos cheveux immédiatement.

",https://anais.tn/produit/phytoelixir-shampooing-nutrition-intense-200ml/,https://anais.tn/wp-content/uploads/2020/05/phyto-phytoelixir-shampooing-nutrition-intense-200ml-f1200-f1200-compressed.jpg,Cheveux
231,PHYTO PHYTOJOBA MASQUE,61.950 TND TTC,"

A été spécialement conçu pour hydrater instantanément et protéger les cheveux secs.
Sans silicone.
Hydratation immédiate du cheveu dans 94%.
Des cas Brillance et souplesse dans 87%*.
Des cas Test d’usage mené par un laboratoire indépendant auprès de 31 volontaires.

",https://anais.tn/produit/phyto-phytojoba-masque/,https://anais.tn/wp-content/uploads/2020/05/phyto-phytojoba-masque-hydratant-masque-pour-les-cheveux-150ml.3adc7f-min.jpg,Cheveux
232,PHYTO PHYTOJOBA SHAMPOOING HYDRATANT 250ML,34.900 TND TTC,"

Ce shampooing nettoie délicatement le cuir chevelu et hydrate les cheveux secs pour leur apporter douceur et brillance, sans les alourdir.
Phytojoba, la gamme de soins hydratante qui redonne douceur et brillance.

",https://anais.tn/produit/phytojoba-shampooing-hydratant-250ml/,https://anais.tn/wp-content/uploads/2020/05/5bea9560d25ca_PHYTOJOBA_SHAMPOOING_S_R-min.png,Cheveux
233,PHYTO PHYTOKÉRATINE EXTRÊME CRÈME D’EXCEPTION,109.950 TND TTC,"
Réparation extrême et nutrition

Protège et discipline
Infiniment souples et soyeux, les cheveux sont gainés, faciles à coiffer et se parent d’une brillance incomparable.
Les cheveux sont :
moins cassants : 91%
brillants 95%
doux 100%

",https://anais.tn/produit/phytokeratine-extreme-cream/,https://anais.tn/wp-content/uploads/2020/05/EXTREME-CREME-DEXCEPTION.png,Cheveux
234,PHYTO PHYTOKERATINE EXTRÊME MASQUE D’EXCEPTION 200ML,110.800 TND TTC,"

Ultra-fondant et voluptueux, il enveloppe le cheveu et imprègne instantanément la fibre capillaire de sa puissance réparatrice et nutritive sans alourdir. 
Sa texture unique est un parfait équilibre entre générosité et légèreté.
Une Réparation Extrême grâce à la précieuse kératine végétale et à deux ingrédients au fort pouvoir relipidant pour une double réparation végétale.
La kératine végétale, composée de 18 acides aminés biomimétiques de la structure naturelle du cheveu, est injectée au cœur de la fibre pour reconstruire en profondeur sa matière.

",https://anais.tn/produit/phyto-phytokeratine-extreme-masque-exception-200ml/,https://anais.tn/wp-content/uploads/2020/05/EXTREME-MASQUE.png,Cheveux
235,PHYTO PHYTOKERATINE EXTRÊME SHAMPOOING 200 ML,67.500 TND TTC,"
UN SHAMPOOING SENSORIEL QUI NETTOIE AVEC LA PLUS GRANDE DOUCEUR ET APPORTE RÉPARATION ET NUTRITION PROFONDE POUR UNE MATIÈRE SOUPLE ET SOYEUSE, ET UNE BRILLANCE ULTIME.

La base lavante d’origine végétale sans sulfate nettoie avec la plus grande douceur.
Mieux protégés et faciles à démêler, les cheveux sont plus résistants, souples et soyeux. 
Le shampooing PHYTOKÉRATINE EXTREME, sans sulfate, sans paraben, nettoie en douceur et respecte les cheveux sensibilisés. 
La matière interne de la fibre capillaire est reconstituée.
Les cheveux sont plus résistants, souples et soyeux.
Efficacité nutritive dans 81%* des cas, Cheveux plus résistants dans 77%* des cas, Efficacité brillance dans 87%*

",https://anais.tn/produit/phyto-phytokeratine-extremeshampooing-200-ml/,https://anais.tn/wp-content/uploads/2020/05/EXTREME-SHAMPOING.png,Cheveux
